CustomerID,PurchaseCount,FrequencyCategory
15568,3,Low Frequency
15569,5,Low Frequency
15570,12,High Frequency
15571,4,Low Frequency
15572,7,High Frequency
15573,2,Low Frequency
15574,4,Low Frequency
15576,1,Low Frequency
15577,3,Low Frequency
15578,1,Low Frequency
15579,2,Low Frequency
15581,13,High Frequency
15582,3,Low Frequency
15584,4,Low Frequency
15585,1,Low Frequency
15587,4,Low Frequency
15589,3,Low Frequency
15592,1,Low Frequency
15593,1,Low Frequency
15594,5,Low Frequency
15596,5,Low Frequency
15597,1,Low Frequency
15598,1,Low Frequency
15599,2,Low Frequency
15601,14,High Frequency
15602,9,High Frequency
15603,1,Low Frequency
15604,1,Low Frequency
15605,5,Low Frequency
15606,9,High Frequency
15607,1,Low Frequency
15608,4,Low Frequency
15609,1,Low Frequency
15610,1,Low Frequency
15611,13,High Frequency
15612,2,Low Frequency
15615,23,High Frequency
15618,4,Low Frequency
15619,1,Low Frequency
15620,3,Low Frequency
15621,4,Low Frequency
15622,9,High Frequency
15623,1,Low Frequency
15624,4,Low Frequency
15625,4,Low Frequency
15626,2,Low Frequency
15628,9,High Frequency
15630,2,Low Frequency
15632,8,High Frequency
15634,1,Low Frequency
15636,2,Low Frequency
15637,1,Low Frequency
15639,1,Low Frequency
15640,15,High Frequency
15641,4,Low Frequency
15643,3,Low Frequency
15644,4,Low Frequency
15645,1,Low Frequency
15646,3,Low Frequency
15648,2,Low Frequency
15649,2,Low Frequency
15651,3,Low Frequency
15652,1,Low Frequency
15653,2,Low Frequency
15654,2,Low Frequency
15655,1,Low Frequency
15656,4,Low Frequency
15657,1,Low Frequency
15658,5,Low Frequency
15659,1,Low Frequency
15660,9,High Frequency
15661,2,Low Frequency
15663,1,Low Frequency
15664,1,Low Frequency
15665,2,Low Frequency
15667,1,Low Frequency
15668,1,Low Frequency
15669,4,Low Frequency
15670,1,Low Frequency
15671,7,High Frequency
15673,4,Low Frequency
15674,5,Low Frequency
15675,3,Low Frequency
15676,3,Low Frequency
15677,1,Low Frequency
15678,1,Low Frequency
15679,4,Low Frequency
15680,3,Low Frequency
15681,5,Low Frequency
15683,1,Low Frequency
15687,9,High Frequency
15689,2,Low Frequency
15690,2,Low Frequency
15691,1,Low Frequency
15692,1,Low Frequency
15694,14,High Frequency
15695,2,Low Frequency
15696,8,High Frequency
15699,1,Low Frequency
15700,2,Low Frequency
15701,4,Low Frequency
15703,1,Low Frequency
15704,4,Low Frequency
15705,1,Low Frequency
15706,4,Low Frequency
15707,4,Low Frequency
15708,7,High Frequency
15709,1,Low Frequency
15712,5,Low Frequency
15713,2,Low Frequency
15714,2,Low Frequency
15716,4,Low Frequency
15717,1,Low Frequency
15719,13,High Frequency
15720,1,Low Frequency
15721,1,Low Frequency
15722,5,Low Frequency
15723,1,Low Frequency
15724,2,Low Frequency
15725,1,Low Frequency
15727,7,High Frequency
15729,1,Low Frequency
15730,3,Low Frequency
15732,2,Low Frequency
15733,1,Low Frequency
15734,2,Low Frequency
15737,8,High Frequency
15738,16,High Frequency
15739,1,Low Frequency
15740,1,Low Frequency
15743,4,Low Frequency
15744,1,Low Frequency
15745,4,Low Frequency
15746,1,Low Frequency
15747,3,Low Frequency
15748,1,Low Frequency
15749,3,Low Frequency
15750,8,High Frequency
15752,7,High Frequency
15753,1,Low Frequency
15754,3,Low Frequency
15755,6,High Frequency
15756,4,Low Frequency
15757,2,Low Frequency
15758,1,Low Frequency
15759,3,Low Frequency
15762,2,Low Frequency
15763,2,Low Frequency
15764,6,High Frequency
15766,1,Low Frequency
15768,3,Low Frequency
15769,26,High Frequency
15773,1,Low Frequency
15774,1,Low Frequency
15775,1,Low Frequency
15776,1,Low Frequency
15777,4,Low Frequency
15780,3,Low Frequency
15781,3,Low Frequency
15782,3,Low Frequency
15783,1,Low Frequency
15785,5,Low Frequency
15786,3,Low Frequency
15787,3,Low Frequency
15789,1,Low Frequency
15790,1,Low Frequency
15791,2,Low Frequency
15793,3,Low Frequency
15795,1,Low Frequency
15796,8,High Frequency
15797,4,Low Frequency
15799,3,Low Frequency
15800,2,Low Frequency
15801,3,Low Frequency
15802,1,Low Frequency
15803,1,Low Frequency
15804,13,High Frequency
15805,17,High Frequency
15806,3,Low Frequency
15807,3,Low Frequency
15808,4,Low Frequency
15809,5,Low Frequency
15810,4,Low Frequency
15811,6,High Frequency
15812,5,Low Frequency
15813,2,Low Frequency
15814,4,Low Frequency
15815,5,Low Frequency
15819,4,Low Frequency
15820,1,Low Frequency
15821,2,Low Frequency
15822,2,Low Frequency
15823,1,Low Frequency
15825,1,Low Frequency
15826,3,Low Frequency
15827,14,High Frequency
15829,2,Low Frequency
15830,1,Low Frequency
15831,3,Low Frequency
15832,1,Low Frequency
15834,4,Low Frequency
15835,4,Low Frequency
15836,1,Low Frequency
15837,1,Low Frequency
15838,19,High Frequency
15839,3,Low Frequency
15840,2,Low Frequency
15841,4,Low Frequency
15843,1,Low Frequency
15844,1,Low Frequency
15845,8,High Frequency
15847,2,Low Frequency
15850,2,Low Frequency
15852,2,Low Frequency
15853,1,Low Frequency
15854,12,High Frequency
15855,5,Low Frequency
15856,27,High Frequency
15857,1,Low Frequency
15858,5,Low Frequency
15860,8,High Frequency
15861,8,High Frequency
15862,4,Low Frequency
15863,2,Low Frequency
15864,6,High Frequency
15865,3,Low Frequency
15866,1,Low Frequency
15867,15,High Frequency
15869,2,Low Frequency
15870,1,Low Frequency
15872,2,Low Frequency
15874,7,High Frequency
15877,2,Low Frequency
15880,1,Low Frequency
15881,5,Low Frequency
15882,4,Low Frequency
15883,2,Low Frequency
15885,3,Low Frequency
15886,1,Low Frequency
15888,1,Low Frequency
15889,2,Low Frequency
15891,1,Low Frequency
15894,2,Low Frequency
15895,1,Low Frequency
15897,2,Low Frequency
15898,5,Low Frequency
15899,1,Low Frequency
15900,1,Low Frequency
15901,3,Low Frequency
15903,7,High Frequency
15904,1,Low Frequency
15906,7,High Frequency
15907,3,Low Frequency
15909,1,Low Frequency
15910,8,High Frequency
15912,2,Low Frequency
15916,8,High Frequency
15917,1,Low Frequency
15918,2,Low Frequency
15919,2,Low Frequency
15920,4,Low Frequency
15921,1,Low Frequency
15922,1,Low Frequency
15923,1,Low Frequency
15925,1,Low Frequency
15930,1,Low Frequency
15932,8,High Frequency
15933,3,Low Frequency
15935,2,Low Frequency
15937,1,Low Frequency
15938,5,Low Frequency
15939,15,High Frequency
15940,1,Low Frequency
15942,1,Low Frequency
15944,1,Low Frequency
15945,1,Low Frequency
15947,1,Low Frequency
15948,2,Low Frequency
15949,2,Low Frequency
15950,4,Low Frequency
15951,2,Low Frequency
15952,4,Low Frequency
15953,8,High Frequency
15955,14,High Frequency
15957,1,Low Frequency
15958,1,Low Frequency
15963,2,Low Frequency
15965,4,Low Frequency
15967,2,Low Frequency
15969,3,Low Frequency
15970,1,Low Frequency
15971,12,High Frequency
15973,1,Low Frequency
15974,7,High Frequency
15975,1,Low Frequency
15976,2,Low Frequency
15977,2,Low Frequency
15978,1,Low Frequency
15980,3,Low Frequency
15981,8,High Frequency
15983,4,Low Frequency
15984,10,High Frequency
15985,2,Low Frequency
15986,1,Low Frequency
15987,7,High Frequency
15988,1,Low Frequency
15990,2,Low Frequency
15992,1,Low Frequency
15993,7,High Frequency
15994,1,Low Frequency
15996,6,High Frequency
15998,5,Low Frequency
16000,3,Low Frequency
16003,5,Low Frequency
16005,4,Low Frequency
16006,1,Low Frequency
16007,4,Low Frequency
16008,3,Low Frequency
16009,4,Low Frequency
16010,3,Low Frequency
16011,16,High Frequency
16012,3,Low Frequency
16013,47,High Frequency
16014,3,Low Frequency
16015,3,Low Frequency
16016,8,High Frequency
16017,1,Low Frequency
16018,2,Low Frequency
16019,9,High Frequency
16020,3,Low Frequency
16022,1,Low Frequency
16023,3,Low Frequency
16024,1,Low Frequency
16025,1,Low Frequency
16026,1,Low Frequency
16027,6,High Frequency
16029,63,High Frequency
16030,1,Low Frequency
16031,2,Low Frequency
16033,20,High Frequency
16034,3,Low Frequency
16036,2,Low Frequency
16037,3,Low Frequency
16038,3,Low Frequency
16040,3,Low Frequency
16041,3,Low Frequency
16042,5,Low Frequency
16043,4,Low Frequency
16045,4,Low Frequency
16048,2,Low Frequency
16049,3,Low Frequency
16050,1,Low Frequency
16052,1,Low Frequency
16053,2,Low Frequency
16054,1,Low Frequency
16055,1,Low Frequency
16056,1,Low Frequency
16057,7,High Frequency
16059,6,High Frequency
16062,4,Low Frequency
16063,1,Low Frequency
16065,1,Low Frequency
16066,5,Low Frequency
16070,2,Low Frequency
16071,1,Low Frequency
16072,1,Low Frequency
16073,1,Low Frequency
16076,10,High Frequency
16078,1,Low Frequency
16079,3,Low Frequency
16080,2,Low Frequency
16081,5,Low Frequency
16083,2,Low Frequency
16084,1,Low Frequency
16085,5,Low Frequency
16086,5,Low Frequency
16091,2,Low Frequency
16092,3,Low Frequency
16093,1,Low Frequency
16094,4,Low Frequency
16096,1,Low Frequency
16097,1,Low Frequency
16098,7,High Frequency
16099,3,Low Frequency
16101,1,Low Frequency
16102,3,Low Frequency
16103,6,High Frequency
16104,1,Low Frequency
16105,1,Low Frequency
16106,1,Low Frequency
16107,7,High Frequency
16108,1,Low Frequency
16109,2,Low Frequency
16110,3,Low Frequency
16112,4,Low Frequency
16113,1,Low Frequency
16114,1,Low Frequency
16115,8,High Frequency
16116,1,Low Frequency
16117,1,Low Frequency
16119,2,Low Frequency
16120,4,Low Frequency
16121,2,Low Frequency
16122,4,Low Frequency
16123,1,Low Frequency
16124,1,Low Frequency
16125,1,Low Frequency
16126,4,Low Frequency
16127,1,Low Frequency
16128,5,Low Frequency
16131,6,High Frequency
16133,33,High Frequency
16134,2,Low Frequency
16135,1,Low Frequency
16136,3,Low Frequency
16139,3,Low Frequency
16140,2,Low Frequency
16141,1,Low Frequency
16142,1,Low Frequency
16143,6,High Frequency
16144,1,Low Frequency
16145,11,High Frequency
16146,3,Low Frequency
16147,1,Low Frequency
16148,1,Low Frequency
16149,2,Low Frequency
16150,5,Low Frequency
16152,1,Low Frequency
16153,5,Low Frequency
16156,9,High Frequency
16157,3,Low Frequency
16159,1,Low Frequency
16160,2,Low Frequency
16161,19,High Frequency
16162,1,Low Frequency
16163,2,Low Frequency
16164,3,Low Frequency
16168,27,High Frequency
16169,4,Low Frequency
16170,6,High Frequency
16171,1,Low Frequency
16172,5,Low Frequency
16173,6,High Frequency
16174,3,Low Frequency
16175,4,Low Frequency
16177,1,Low Frequency
16178,1,Low Frequency
16179,1,Low Frequency
16180,8,High Frequency
16181,1,Low Frequency
16182,4,Low Frequency
16183,1,Low Frequency
16184,6,High Frequency
16185,2,Low Frequency
16186,12,High Frequency
16187,15,High Frequency
16188,4,Low Frequency
16189,2,Low Frequency
16190,1,Low Frequency
16191,13,High Frequency
16193,1,Low Frequency
16198,1,Low Frequency
16200,2,Low Frequency
16201,4,Low Frequency
16202,1,Low Frequency
16203,4,Low Frequency
16204,1,Low Frequency
16205,4,Low Frequency
16206,4,Low Frequency
16207,1,Low Frequency
16208,2,Low Frequency
16209,5,Low Frequency
16210,18,High Frequency
16211,1,Low Frequency
16212,2,Low Frequency
16213,1,Low Frequency
16214,3,Low Frequency
16215,1,Low Frequency
16216,1,Low Frequency
16217,2,Low Frequency
16218,7,High Frequency
16221,3,Low Frequency
16222,1,Low Frequency
16224,4,Low Frequency
16225,5,Low Frequency
16226,3,Low Frequency
16227,1,Low Frequency
16229,2,Low Frequency
16230,2,Low Frequency
16232,4,Low Frequency
16233,3,Low Frequency
16235,5,Low Frequency
16236,1,Low Frequency
16239,2,Low Frequency
16240,2,Low Frequency
16241,13,High Frequency
16242,7,High Frequency
16243,2,Low Frequency
16244,2,Low Frequency
16245,3,Low Frequency
16247,1,Low Frequency
16248,1,Low Frequency
16249,5,Low Frequency
16250,2,Low Frequency
16253,2,Low Frequency
16255,8,High Frequency
16256,1,Low Frequency
16257,1,Low Frequency
16258,5,Low Frequency
16260,1,Low Frequency
16261,4,Low Frequency
16265,9,High Frequency
16266,7,High Frequency
16268,2,Low Frequency
16270,1,Low Frequency
16271,5,Low Frequency
16272,1,Low Frequency
16274,1,Low Frequency
16275,1,Low Frequency
16276,1,Low Frequency
16278,1,Low Frequency
16279,3,Low Frequency
16281,1,Low Frequency
16282,1,Low Frequency
16283,5,Low Frequency
16284,2,Low Frequency
16287,1,Low Frequency
16292,1,Low Frequency
16293,10,High Frequency
16295,4,Low Frequency
16297,1,Low Frequency
16298,3,Low Frequency
16302,1,Low Frequency
16303,3,Low Frequency
16305,1,Low Frequency
16306,6,High Frequency
16308,4,Low Frequency
16309,2,Low Frequency
16311,2,Low Frequency
16313,2,Low Frequency
16315,1,Low Frequency
16316,8,High Frequency
16317,3,Low Frequency
16318,1,Low Frequency
16319,1,Low Frequency
16320,2,Low Frequency
16321,5,Low Frequency
16322,2,Low Frequency
16323,1,Low Frequency
16324,3,Low Frequency
16325,3,Low Frequency
16326,14,High Frequency
16327,6,High Frequency
16330,3,Low Frequency
16332,7,High Frequency
16333,22,High Frequency
16337,1,Low Frequency
16338,1,Low Frequency
16339,1,Low Frequency
16340,1,Low Frequency
16341,4,Low Frequency
16342,4,Low Frequency
16343,2,Low Frequency
16344,1,Low Frequency
16345,1,Low Frequency
16347,2,Low Frequency
16348,7,High Frequency
16349,1,Low Frequency
16350,4,Low Frequency
16351,1,Low Frequency
16352,2,Low Frequency
16353,23,High Frequency
16354,2,Low Frequency
16356,3,Low Frequency
16357,3,Low Frequency
16358,4,Low Frequency
16359,9,High Frequency
16360,6,High Frequency
16361,4,Low Frequency
16362,5,Low Frequency
16363,1,Low Frequency
16364,2,Low Frequency
16365,9,High Frequency
16366,1,Low Frequency
16367,2,Low Frequency
16368,2,Low Frequency
16369,3,Low Frequency
16370,4,Low Frequency
16372,2,Low Frequency
16374,2,Low Frequency
16376,2,Low Frequency
16377,1,Low Frequency
16378,3,Low Frequency
16379,4,Low Frequency
16380,1,Low Frequency
16383,2,Low Frequency
16384,2,Low Frequency
16385,3,Low Frequency
16386,2,Low Frequency
16387,1,Low Frequency
16389,4,Low Frequency
16392,1,Low Frequency
16393,13,High Frequency
16394,5,Low Frequency
16395,5,Low Frequency
16398,2,Low Frequency
16399,2,Low Frequency
16400,1,Low Frequency
16401,12,High Frequency
16402,2,Low Frequency
16403,1,Low Frequency
16404,1,Low Frequency
16405,2,Low Frequency
16406,1,Low Frequency
16407,10,High Frequency
16409,5,Low Frequency
16411,2,Low Frequency
16412,1,Low Frequency
16413,1,Low Frequency
16414,2,Low Frequency
16415,1,Low Frequency
16416,3,Low Frequency
16418,3,Low Frequency
16419,6,High Frequency
16422,51,High Frequency
16423,1,Low Frequency
16424,1,Low Frequency
16425,1,Low Frequency
16426,10,High Frequency
16427,2,Low Frequency
16429,1,Low Frequency
16430,1,Low Frequency
16431,3,Low Frequency
16432,1,Low Frequency
16433,1,Low Frequency
16434,7,High Frequency
16438,5,Low Frequency
16440,5,Low Frequency
16441,2,Low Frequency
16442,3,Low Frequency
16444,4,Low Frequency
16445,1,Low Frequency
16446,2,Low Frequency
16447,1,Low Frequency
16448,1,Low Frequency
16449,2,Low Frequency
16450,1,Low Frequency
16451,1,Low Frequency
16454,2,Low Frequency
16455,7,High Frequency
16456,5,Low Frequency
16457,1,Low Frequency
16458,18,High Frequency
16460,3,Low Frequency
16461,1,Low Frequency
16462,3,Low Frequency
16463,4,Low Frequency
16464,3,Low Frequency
16466,7,High Frequency
16468,1,Low Frequency
16469,4,Low Frequency
16470,4,Low Frequency
16471,1,Low Frequency
16473,3,Low Frequency
16474,7,High Frequency
16475,4,Low Frequency
16477,7,High Frequency
16478,3,Low Frequency
16479,2,Low Frequency
16480,1,Low Frequency
16482,1,Low Frequency
16483,1,Low Frequency
16484,2,Low Frequency
16485,1,Low Frequency
16488,3,Low Frequency
16491,1,Low Frequency
16493,4,Low Frequency
16494,1,Low Frequency
16495,3,Low Frequency
16496,3,Low Frequency
16497,6,High Frequency
16498,2,Low Frequency
16499,2,Low Frequency
16500,6,High Frequency
16503,4,Low Frequency
16504,1,Low Frequency
16505,1,Low Frequency
16506,2,Low Frequency
16509,1,Low Frequency
16510,1,Low Frequency
16511,3,Low Frequency
16513,4,Low Frequency
16515,5,Low Frequency
16516,1,Low Frequency
16517,1,Low Frequency
16518,2,Low Frequency
16519,2,Low Frequency
16520,3,Low Frequency
16523,21,High Frequency
16525,26,High Frequency
16526,1,Low Frequency
16527,1,Low Frequency
16528,1,Low Frequency
16529,1,Low Frequency
16531,7,High Frequency
16532,3,Low Frequency
16533,3,Low Frequency
16535,1,Low Frequency
16536,1,Low Frequency
16539,4,Low Frequency
16542,1,Low Frequency
16545,1,Low Frequency
16546,2,Low Frequency
16549,10,High Frequency
16550,5,Low Frequency
16551,3,Low Frequency
16552,2,Low Frequency
16553,12,High Frequency
16554,3,Low Frequency
16555,2,Low Frequency
16556,7,High Frequency
16557,2,Low Frequency
16558,20,High Frequency
16560,2,Low Frequency
16561,2,Low Frequency
16563,1,Low Frequency
16565,1,Low Frequency
16566,5,Low Frequency
16567,2,Low Frequency
16569,1,Low Frequency
16570,10,High Frequency
16571,3,Low Frequency
16572,3,Low Frequency
16573,2,Low Frequency
16574,1,Low Frequency
16581,1,Low Frequency
16582,1,Low Frequency
16583,1,Low Frequency
16584,2,Low Frequency
16586,1,Low Frequency
16587,1,Low Frequency
16589,3,Low Frequency
16591,1,Low Frequency
16592,16,High Frequency
16593,3,Low Frequency
16594,1,Low Frequency
16595,1,Low Frequency
16596,2,Low Frequency
16597,1,Low Frequency
16598,1,Low Frequency
16600,6,High Frequency
16601,1,Low Frequency
16602,1,Low Frequency
16603,2,Low Frequency
16607,14,High Frequency
16609,7,High Frequency
16610,1,Low Frequency
16611,1,Low Frequency
16612,4,Low Frequency
16613,1,Low Frequency
16614,1,Low Frequency
16616,2,Low Frequency
16617,1,Low Frequency
16618,5,Low Frequency
16619,1,Low Frequency
16620,2,Low Frequency
16621,4,Low Frequency
16623,1,Low Frequency
16624,2,Low Frequency
16625,1,Low Frequency
16626,17,High Frequency
16627,1,Low Frequency
16628,5,Low Frequency
16629,2,Low Frequency
16633,6,High Frequency
16634,2,Low Frequency
16637,4,Low Frequency
16638,10,High Frequency
16639,3,Low Frequency
16641,1,Low Frequency
16642,2,Low Frequency
16643,1,Low Frequency
16644,2,Low Frequency
16647,2,Low Frequency
16648,1,Low Frequency
16650,1,Low Frequency
16652,7,High Frequency
16653,2,Low Frequency
16654,4,Low Frequency
16655,6,High Frequency
16656,15,High Frequency
16657,4,Low Frequency
16658,1,Low Frequency
16659,1,Low Frequency
16660,4,Low Frequency
16665,1,Low Frequency
16666,1,Low Frequency
16667,2,Low Frequency
16668,6,High Frequency
16669,3,Low Frequency
16670,11,High Frequency
16671,3,Low Frequency
16672,20,High Frequency
16674,2,Low Frequency
16676,4,Low Frequency
16678,12,High Frequency
16679,1,Low Frequency
16680,1,Low Frequency
16681,6,High Frequency
16682,5,Low Frequency
16684,28,High Frequency
16685,2,Low Frequency
16686,7,High Frequency
16688,4,Low Frequency
16689,2,Low Frequency
16690,2,Low Frequency
16692,2,Low Frequency
16693,2,Low Frequency
16696,4,Low Frequency
16697,1,Low Frequency
16698,2,Low Frequency
16700,13,High Frequency
16701,13,High Frequency
16705,20,High Frequency
16706,3,Low Frequency
16708,1,Low Frequency
16709,5,Low Frequency
16710,10,High Frequency
16711,5,Low Frequency
16712,11,High Frequency
16713,15,High Frequency
16714,3,Low Frequency
16715,1,Low Frequency
16716,2,Low Frequency
16717,6,High Frequency
16718,1,Low Frequency
16719,7,High Frequency
16720,1,Low Frequency
16721,1,Low Frequency
16722,13,High Frequency
16723,2,Low Frequency
16725,7,High Frequency
16726,5,Low Frequency
16727,1,Low Frequency
16728,4,Low Frequency
16729,21,High Frequency
16730,3,Low Frequency
16732,1,Low Frequency
16734,3,Low Frequency
16735,5,Low Frequency
16737,1,Low Frequency
16738,1,Low Frequency
16739,1,Low Frequency
16742,1,Low Frequency
16743,7,High Frequency
16744,7,High Frequency
16745,17,High Frequency
16746,18,High Frequency
16747,2,Low Frequency
16748,5,Low Frequency
16750,5,Low Frequency
16751,1,Low Frequency
16752,1,Low Frequency
16753,1,Low Frequency
16754,1,Low Frequency
16755,3,Low Frequency
16756,1,Low Frequency
16757,1,Low Frequency
16758,1,Low Frequency
16759,3,Low Frequency
16761,1,Low Frequency
16762,3,Low Frequency
16763,1,Low Frequency
16764,13,High Frequency
16765,1,Low Frequency
16766,2,Low Frequency
16767,11,High Frequency
16768,3,Low Frequency
16769,1,Low Frequency
16770,5,Low Frequency
16771,5,Low Frequency
16773,1,Low Frequency
16774,4,Low Frequency
16775,11,High Frequency
16776,1,Low Frequency
16777,2,Low Frequency
16778,2,Low Frequency
16779,22,High Frequency
16780,2,Low Frequency
16781,1,Low Frequency
16782,13,High Frequency
16784,1,Low Frequency
16788,2,Low Frequency
16789,1,Low Frequency
16790,6,High Frequency
16791,7,High Frequency
16792,2,Low Frequency
16793,1,Low Frequency
16794,10,High Frequency
16795,1,Low Frequency
16796,1,Low Frequency
16800,1,Low Frequency
16801,4,Low Frequency
16803,1,Low Frequency
16804,3,Low Frequency
16805,2,Low Frequency
16806,4,Low Frequency
16807,3,Low Frequency
16808,2,Low Frequency
16809,5,Low Frequency
16810,1,Low Frequency
16811,2,Low Frequency
16812,1,Low Frequency
16813,10,High Frequency
16814,21,High Frequency
16816,4,Low Frequency
16817,9,High Frequency
16818,11,High Frequency
16820,1,Low Frequency
16823,1,Low Frequency
16824,2,Low Frequency
16825,2,Low Frequency
16826,1,Low Frequency
16828,2,Low Frequency
16829,1,Low Frequency
16830,1,Low Frequency
16832,3,Low Frequency
16833,4,Low Frequency
16834,1,Low Frequency
16835,2,Low Frequency
16836,2,Low Frequency
16837,11,High Frequency
16838,2,Low Frequency
16839,34,High Frequency
16841,6,High Frequency
16842,3,Low Frequency
16843,16,High Frequency
16846,1,Low Frequency
16847,1,Low Frequency
16848,1,Low Frequency
16849,1,Low Frequency
16850,1,Low Frequency
16851,3,Low Frequency
16852,2,Low Frequency
16855,2,Low Frequency
16856,1,Low Frequency
16858,1,Low Frequency
16859,2,Low Frequency
16861,2,Low Frequency
16863,2,Low Frequency
16866,3,Low Frequency
16869,4,Low Frequency
16871,6,High Frequency
16872,3,Low Frequency
16873,6,High Frequency
16875,5,Low Frequency
16877,6,High Frequency
16878,1,Low Frequency
16880,7,High Frequency
16881,1,Low Frequency
16882,3,Low Frequency
16883,2,Low Frequency
16884,2,Low Frequency
16885,3,Low Frequency
16887,1,Low Frequency
16889,3,Low Frequency
16891,5,Low Frequency
16892,5,Low Frequency
16893,1,Low Frequency
16895,1,Low Frequency
16897,2,Low Frequency
16898,3,Low Frequency
16899,6,High Frequency
16900,3,Low Frequency
16902,1,Low Frequency
16903,1,Low Frequency
16904,16,High Frequency
16905,7,High Frequency
16906,4,Low Frequency
16907,5,Low Frequency
16909,1,Low Frequency
16910,8,High Frequency
16912,11,High Frequency
16913,1,Low Frequency
16914,1,Low Frequency
16915,6,High Frequency
16916,2,Low Frequency
16917,1,Low Frequency
16918,6,High Frequency
16919,11,High Frequency
16921,1,Low Frequency
16923,19,High Frequency
16924,3,Low Frequency
16926,1,Low Frequency
16927,3,Low Frequency
16928,17,High Frequency
16929,7,High Frequency
16930,3,Low Frequency
16931,21,High Frequency
16932,1,Low Frequency
16933,2,Low Frequency
16934,2,Low Frequency
16936,1,Low Frequency
16938,4,Low Frequency
16940,3,Low Frequency
16942,9,High Frequency
16943,3,Low Frequency
16945,19,High Frequency
16947,1,Low Frequency
16948,3,Low Frequency
16949,6,High Frequency
16950,3,Low Frequency
16951,3,Low Frequency
16952,2,Low Frequency
16953,1,Low Frequency
16954,9,High Frequency
16955,4,Low Frequency
16956,1,Low Frequency
16957,2,Low Frequency
16959,1,Low Frequency
16960,3,Low Frequency
16961,1,Low Frequency
16963,1,Low Frequency
16965,1,Low Frequency
16966,7,High Frequency
16967,1,Low Frequency
16968,2,Low Frequency
16969,3,Low Frequency
16971,1,Low Frequency
16976,1,Low Frequency
16978,1,Low Frequency
16979,6,High Frequency
16980,2,Low Frequency
16982,1,Low Frequency
16983,7,High Frequency
16984,2,Low Frequency
16985,10,High Frequency
16986,2,Low Frequency
16987,7,High Frequency
16988,1,Low Frequency
16989,6,High Frequency
16990,1,Low Frequency
16992,5,Low Frequency
16996,6,High Frequency
16997,3,Low Frequency
16998,4,Low Frequency
16999,2,Low Frequency
17001,11,High Frequency
17002,3,Low Frequency
17004,2,Low Frequency
17006,4,Low Frequency
17007,6,High Frequency
17010,1,Low Frequency
17011,1,Low Frequency
17014,3,Low Frequency
17015,3,Low Frequency
17017,20,High Frequency
17018,2,Low Frequency
17019,4,Low Frequency
17022,1,Low Frequency
17024,3,Low Frequency
17025,3,Low Frequency
17026,2,Low Frequency
17027,6,High Frequency
17029,2,Low Frequency
17030,1,Low Frequency
17031,2,Low Frequency
17033,3,Low Frequency
17034,3,Low Frequency
17035,2,Low Frequency
17037,1,Low Frequency
17038,1,Low Frequency
17040,1,Low Frequency
17041,3,Low Frequency
17042,5,Low Frequency
17043,4,Low Frequency
17044,1,Low Frequency
17045,3,Low Frequency
17046,1,Low Frequency
17047,3,Low Frequency
17048,3,Low Frequency
17049,9,High Frequency
17050,6,High Frequency
17051,1,Low Frequency
17052,1,Low Frequency
17053,1,Low Frequency
17054,5,Low Frequency
17058,3,Low Frequency
17059,5,Low Frequency
17060,1,Low Frequency
17061,11,High Frequency
17062,4,Low Frequency
17063,7,High Frequency
17064,3,Low Frequency
17068,21,High Frequency
17069,9,High Frequency
17070,1,Low Frequency
17071,9,High Frequency
17073,4,Low Frequency
17075,4,Low Frequency
17076,3,Low Frequency
17078,2,Low Frequency
17079,1,Low Frequency
17080,2,Low Frequency
17081,2,Low Frequency
17082,2,Low Frequency
17083,3,Low Frequency
17084,2,Low Frequency
17085,5,Low Frequency
17086,6,High Frequency
17088,4,Low Frequency
17090,7,High Frequency
17091,9,High Frequency
17092,4,Low Frequency
17094,1,Low Frequency
17095,3,Low Frequency
17096,4,Low Frequency
17097,8,High Frequency
17100,2,Low Frequency
17101,4,Low Frequency
17102,1,Low Frequency
17105,2,Low Frequency
17107,6,High Frequency
17109,6,High Frequency
17110,1,Low Frequency
17111,1,Low Frequency
17114,8,High Frequency
17115,3,Low Frequency
17117,1,Low Frequency
17118,1,Low Frequency
17119,2,Low Frequency
17120,1,Low Frequency
17122,1,Low Frequency
17123,1,Low Frequency
17124,1,Low Frequency
17125,1,Low Frequency
17126,5,Low Frequency
17128,1,Low Frequency
17131,5,Low Frequency
17133,7,High Frequency
17134,2,Low Frequency
17135,7,High Frequency
17138,1,Low Frequency
17139,12,High Frequency
17140,1,Low Frequency
17142,1,Low Frequency
17144,2,Low Frequency
17146,3,Low Frequency
17147,4,Low Frequency
17148,1,Low Frequency
17152,3,Low Frequency
17153,1,Low Frequency
17154,1,Low Frequency
17155,2,Low Frequency
17157,2,Low Frequency
17158,3,Low Frequency
17159,3,Low Frequency
17160,6,High Frequency
17162,10,High Frequency
17163,2,Low Frequency
17164,7,High Frequency
17165,1,Low Frequency
17166,2,Low Frequency
17169,2,Low Frequency
17171,1,Low Frequency
17172,1,Low Frequency
17173,8,High Frequency
17174,1,Low Frequency
17175,4,Low Frequency
17176,1,Low Frequency
17179,3,Low Frequency
17180,4,Low Frequency
17181,2,Low Frequency
17183,6,High Frequency
17186,2,Low Frequency
17187,1,Low Frequency
17188,7,High Frequency
17189,2,Low Frequency
17190,2,Low Frequency
17191,7,High Frequency
17193,7,High Frequency
17194,2,Low Frequency
17197,1,Low Frequency
